id,title,description,category,price,discount_percentage,rating,stock,tags,brand,sku,weight,dimensions,warranty_information,shipping_information,availability_status,return_policy,minimum_order_quantity,thumbnail,images,barcode,qr_code,available_sizes,unit,gender,material,style,pattern,color
78,Apple MacBook Pro 14 Inch Space Grey,"The MacBook Pro 14 Inch in Space Grey is a powerful and sleek laptop, featuring Apple's M1 Pro chip for exceptional performance and a stunning Retina display.",laptops,1999.99,4.69,3.65,24,"[""laptops"", ""apple""]",Apple,LAP-APP-APP-078,9,"{""width"": 20.03, ""height"": 9.54, ""depth"": 14.82}",3 year warranty,Ships in 2 weeks,In Stock,90 days return policy,1,https://cdn.dummyjson.com/product-images/laptops/apple-macbook-pro-14-inch-space-grey/thumbnail.webp,"[""https://cdn.dummyjson.com/product-images/laptops/apple-macbook-pro-14-inch-space-grey/1.webp"", ""https://cdn.dummyjson.com/product-images/laptops/apple-macbook-pro-14-inch-space-grey/2.webp"", ""https://cdn.dummyjson.com/product-images/laptops/apple-macbook-pro-14-inch-space-grey/3.webp""]",5275211560367,https://cdn.dummyjson.com/public/qr-code.png,"[""XS"", ""S"", ""M"", ""L"", ""XL""]",piece,U,Aluminum/Plastic,Professional,Solid,Space Grey
79,Asus Zenbook Pro Dual Screen Laptop,"The Asus Zenbook Pro Dual Screen Laptop is a high-performance device with dual screens, providing productivity and versatility for creative professionals.",laptops,1799.99,11.14,3.95,45,"[""laptops""]",Asus,LAP-ASU-ASU-079,9,"{""width"": 16.6, ""height"": 11.49, ""depth"": 10.89}",3 year warranty,Ships in 1 month,In Stock,7 days return policy,1,https://cdn.dummyjson.com/product-images/laptops/asus-zenbook-pro-dual-screen-laptop/thumbnail.webp,"[""https://cdn.dummyjson.com/product-images/laptops/asus-zenbook-pro-dual-screen-laptop/1.webp"", ""https://cdn.dummyjson.com/product-images/laptops/asus-zenbook-pro-dual-screen-laptop/2.webp"", ""https://cdn.dummyjson.com/product-images/laptops/asus-zenbook-pro-dual-screen-laptop/3.webp""]",7392988535158,https://cdn.dummyjson.com/public/qr-code.png,"[""XS"", ""S"", ""M"", ""L"", ""XL""]",piece,U,Aluminum/Plastic,Professional,Solid,Silver/Black
80,Huawei Matebook X Pro,"The Huawei Matebook X Pro is a slim and stylish laptop with a high-resolution touchscreen display, offering a premium experience for users on the go.",laptops,1399.99,9.38,4.98,75,"[""laptops""]",Huawei,LAP-HUA-HUA-080,9,"{""width"": 18.21, ""height"": 22.83, ""depth"": 17.26}",No warranty,Ships overnight,In Stock,60 days return policy,1,https://cdn.dummyjson.com/product-images/laptops/huawei-matebook-x-pro/thumbnail.webp,"[""https://cdn.dummyjson.com/product-images/laptops/huawei-matebook-x-pro/1.webp"", ""https://cdn.dummyjson.com/product-images/laptops/huawei-matebook-x-pro/2.webp"", ""https://cdn.dummyjson.com/product-images/laptops/huawei-matebook-x-pro/3.webp""]",0592296671061,https://cdn.dummyjson.com/public/qr-code.png,"[""XS"", ""S"", ""M"", ""L"", ""XL""]",piece,U,Aluminum/Plastic,Professional,Solid,Silver/Black
81,Lenovo Yoga 920,"The Lenovo Yoga 920 is a 2-in-1 convertible laptop with a flexible hinge, allowing you to use it as a laptop or tablet, offering versatility and portability.",laptops,1099.99,6.55,2.86,40,"[""laptops""]",Lenovo,LAP-LEN-LEN-081,9,"{""width"": 20.84, ""height"": 22.68, ""depth"": 17.39}",6 months warranty,Ships in 2 weeks,In Stock,No return policy,1,https://cdn.dummyjson.com/product-images/laptops/lenovo-yoga-920/thumbnail.webp,"[""https://cdn.dummyjson.com/product-images/laptops/lenovo-yoga-920/1.webp"", ""https://cdn.dummyjson.com/product-images/laptops/lenovo-yoga-920/2.webp"", ""https://cdn.dummyjson.com/product-images/laptops/lenovo-yoga-920/3.webp""]",5506742916764,https://cdn.dummyjson.com/public/qr-code.png,"[""XS"", ""S"", ""M"", ""L"", ""XL""]",piece,U,Aluminum/Plastic,Professional,Solid,Silver/Black
82,New DELL XPS 13 9300 Laptop,"The New DELL XPS 13 9300 Laptop is a compact and powerful device, featuring a virtually borderless InfinityEdge display and high-end performance for various tasks.",laptops,1499.99,11.89,2.67,74,"[""laptops""]",Dell,LAP-DEL-DEL-082,2,"{""width"": 13.76, ""height"": 29, ""depth"": 21.42}",2 year warranty,Ships in 2 weeks,In Stock,60 days return policy,1,https://cdn.dummyjson.com/product-images/laptops/new-dell-xps-13-9300-laptop/thumbnail.webp,"[""https://cdn.dummyjson.com/product-images/laptops/new-dell-xps-13-9300-laptop/1.webp"", ""https://cdn.dummyjson.com/product-images/laptops/new-dell-xps-13-9300-laptop/2.webp"", ""https://cdn.dummyjson.com/product-images/laptops/new-dell-xps-13-9300-laptop/3.webp""]",5963805976904,https://cdn.dummyjson.com/public/qr-code.png,"[""XS"", ""S"", ""M"", ""L"", ""XL""]",piece,U,Aluminum/Plastic,Professional,Solid,Silver/Black
83,Blue & Black Check Shirt,"The Blue & Black Check Shirt is a stylish and comfortable men's shirt featuring a classic check pattern. Made from high-quality fabric, it's suitable for both casual and semi-formal occasions.",mens-shirts,29.99,15.35,3.64,38,"[""clothing"", ""men's shirts""]",Fashion Trends,MEN-FAS-BLU-083,4,"{""width"": 27.49, ""height"": 23.73, ""depth"": 28.61}",3 year warranty,Ships in 3-5 business days,In Stock,30 days return policy,18,https://cdn.dummyjson.com/product-images/mens-shirts/blue-&-black-check-shirt/thumbnail.webp,"[""https://cdn.dummyjson.com/product-images/mens-shirts/blue-&-black-check-shirt/1.webp"", ""https://cdn.dummyjson.com/product-images/mens-shirts/blue-&-black-check-shirt/2.webp"", ""https://cdn.dummyjson.com/product-images/mens-shirts/blue-&-black-check-shirt/3.webp"", ""https://cdn.dummyjson.com/product-images/mens-shirts/blue-&-black-check-shirt/4.webp""]",7148674604957,https://cdn.dummyjson.com/public/qr-code.png,"[""XS"", ""S"", ""M"", ""L"", ""XL""]",piece,M,Cotton Blend,Casual,Check,Blue/Black
84,Gigabyte Aorus Men Tshirt,"The Gigabyte Aorus Men Tshirt is a cool and casual shirt for gaming enthusiasts. With the Aorus logo and sleek design, it's perfect for expressing your gaming style.",mens-shirts,24.99,0.94,3.18,90,"[""clothing"", ""men's t-shirts""]",Gigabyte,MEN-GIG-GIG-084,4,"{""width"": 22.31, ""height"": 26.47, ""depth"": 13.27}",3 year warranty,Ships overnight,In Stock,30 days return policy,16,https://cdn.dummyjson.com/product-images/mens-shirts/gigabyte-aorus-men-tshirt/thumbnail.webp,"[""https://cdn.dummyjson.com/product-images/mens-shirts/gigabyte-aorus-men-tshirt/1.webp"", ""https://cdn.dummyjson.com/product-images/mens-shirts/gigabyte-aorus-men-tshirt/2.webp"", ""https://cdn.dummyjson.com/product-images/mens-shirts/gigabyte-aorus-men-tshirt/3.webp"", ""https://cdn.dummyjson.com/product-images/mens-shirts/gigabyte-aorus-men-tshirt/4.webp""]",1654388837068,https://cdn.dummyjson.com/public/qr-code.png,"[""XS"", ""S"", ""M"", ""L"", ""XL""]",piece,M,Cotton Blend,Smart Casual,Solid,Multi
85,Man Plaid Shirt,The Man Plaid Shirt is a timeless and versatile men's shirt with a classic plaid pattern. Its comfortable fit and casual style make it a wardrobe essential for various occasions.,mens-shirts,34.99,19.5,3.46,82,"[""clothing"", ""men's shirts""]",Classic Wear,MEN-CLA-PLA-085,3,"{""width"": 9.34, ""height"": 5.97, ""depth"": 10.85}",1 week warranty,Ships in 1-2 business days,In Stock,7 days return policy,13,https://cdn.dummyjson.com/product-images/mens-shirts/man-plaid-shirt/thumbnail.webp,"[""https://cdn.dummyjson.com/product-images/mens-shirts/man-plaid-shirt/1.webp"", ""https://cdn.dummyjson.com/product-images/mens-shirts/man-plaid-shirt/2.webp"", ""https://cdn.dummyjson.com/product-images/mens-shirts/man-plaid-shirt/3.webp"", ""https://cdn.dummyjson.com/product-images/mens-shirts/man-plaid-shirt/4.webp""]",2821496314023,https://cdn.dummyjson.com/public/qr-code.png,"[""XS"", ""S"", ""M"", ""L"", ""XL""]",piece,M,Cotton Blend,Casual,Plaid,Multi
86,Man Short Sleeve Shirt,"The Man Short Sleeve Shirt is a breezy and stylish option for warm days. With a comfortable fit and short sleeves, it's perfect for a laid-back yet polished look.",mens-shirts,19.99,6.83,2.9,2,"[""clothing"", ""men's shirts""]",Casual Comfort,MEN-CAS-SHO-086,2,"{""width"": 5.02, ""height"": 16.57, ""depth"": 9.6}",3 year warranty,Ships in 2 weeks,Low Stock,30 days return policy,4,https://cdn.dummyjson.com/product-images/mens-shirts/man-short-sleeve-shirt/thumbnail.webp,"[""https://cdn.dummyjson.com/product-images/mens-shirts/man-short-sleeve-shirt/1.webp"", ""https://cdn.dummyjson.com/product-images/mens-shirts/man-short-sleeve-shirt/2.webp"", ""https://cdn.dummyjson.com/product-images/mens-shirts/man-short-sleeve-shirt/3.webp"", ""https://cdn.dummyjson.com/product-images/mens-shirts/man-short-sleeve-shirt/4.webp""]",9995865660204,https://cdn.dummyjson.com/public/qr-code.png,"[""XS"", ""S"", ""M"", ""L"", ""XL""]",piece,M,Cotton Blend,Smart Casual,Solid,Multi
87,Men Check Shirt,"The Men Check Shirt is a classic and versatile shirt featuring a stylish check pattern. Suitable for various occasions, it adds a smart and polished touch to your wardrobe.",mens-shirts,27.99,11.38,2.72,95,"[""clothing"", ""men's shirts""]",Urban Chic,MEN-URB-CHE-087,10,"{""width"": 23.48, ""height"": 7.03, ""depth"": 27.33}",No warranty,Ships in 1-2 business days,In Stock,30 days return policy,12,https://cdn.dummyjson.com/product-images/mens-shirts/men-check-shirt/thumbnail.webp,"[""https://cdn.dummyjson.com/product-images/mens-shirts/men-check-shirt/1.webp"", ""https://cdn.dummyjson.com/product-images/mens-shirts/men-check-shirt/2.webp"", ""https://cdn.dummyjson.com/product-images/mens-shirts/men-check-shirt/3.webp"", ""https://cdn.dummyjson.com/product-images/mens-shirts/men-check-shirt/4.webp""]",9680331363394,https://cdn.dummyjson.com/public/qr-code.png,"[""XS"", ""S"", ""M"", ""L"", ""XL""]",piece,M,Cotton Blend,Casual,Check,Multi
88,Nike Air Jordan 1 Red And Black,"The Nike Air Jordan 1 in Red and Black is an iconic basketball sneaker known for its stylish design and high-performance features, making it a favorite among sneaker enthusiasts and athletes.",mens-shoes,149.99,4.12,4.77,7,"[""footwear"", ""athletic shoes""]",Nike,MEN-NIK-NIK-088,3,"{""width"": 17.44, ""height"": 9.52, ""depth"": 27}",1 year warranty,Ships in 1 week,In Stock,No return policy,1,https://cdn.dummyjson.com/product-images/mens-shoes/nike-air-jordan-1-red-and-black/thumbnail.webp,"[""https://cdn.dummyjson.com/product-images/mens-shoes/nike-air-jordan-1-red-and-black/1.webp"", ""https://cdn.dummyjson.com/product-images/mens-shoes/nike-air-jordan-1-red-and-black/2.webp"", ""https://cdn.dummyjson.com/product-images/mens-shoes/nike-air-jordan-1-red-and-black/3.webp"", ""https://cdn.dummyjson.com/product-images/mens-shoes/nike-air-jordan-1-red-and-black/4.webp""]",7631625812393,https://cdn.dummyjson.com/public/qr-code.png,"[""6"", ""7"", ""8"", ""9"", ""10"", ""11""]",pair,M,Synthetic/Mesh,Casual,Solid,Red/Black
89,Nike Baseball Cleats,Nike Baseball Cleats are designed for maximum traction and performance on the baseball field. They provide stability and support for players during games and practices.,mens-shoes,79.99,18.04,3.88,12,"[""footwear"", ""sports cleats""]",Nike,MEN-NIK-NIK-089,9,"{""width"": 11.75, ""height"": 26.65, ""depth"": 19.6}",6 months warranty,Ships in 2 weeks,In Stock,No return policy,3,https://cdn.dummyjson.com/product-images/mens-shoes/nike-baseball-cleats/thumbnail.webp,"[""https://cdn.dummyjson.com/product-images/mens-shoes/nike-baseball-cleats/1.webp"", ""https://cdn.dummyjson.com/product-images/mens-shoes/nike-baseball-cleats/2.webp"", ""https://cdn.dummyjson.com/product-images/mens-shoes/nike-baseball-cleats/3.webp"", ""https://cdn.dummyjson.com/product-images/mens-shoes/nike-baseball-cleats/4.webp""]",2449851358796,https://cdn.dummyjson.com/public/qr-code.png,"[""6"", ""7"", ""8"", ""9"", ""10"", ""11""]",pair,M,Synthetic/Mesh,Sports,Solid,Multi
90,Puma Future Rider Trainers,"The Puma Future Rider Trainers offer a blend of retro style and modern comfort. Perfect for casual wear, these trainers provide a fashionable and comfortable option for everyday use.",mens-shoes,89.99,4.2,4.9,90,"[""footwear"", ""casual shoes""]",Puma,MEN-PUM-PUM-090,6,"{""width"": 17.45, ""height"": 15.58, ""depth"": 23.13}",5 year warranty,Ships in 1-2 business days,In Stock,90 days return policy,10,https://cdn.dummyjson.com/product-images/mens-shoes/puma-future-rider-trainers/thumbnail.webp,"[""https://cdn.dummyjson.com/product-images/mens-shoes/puma-future-rider-trainers/1.webp"", ""https://cdn.dummyjson.com/product-images/mens-shoes/puma-future-rider-trainers/2.webp"", ""https://cdn.dummyjson.com/product-images/mens-shoes/puma-future-rider-trainers/3.webp"", ""https://cdn.dummyjson.com/product-images/mens-shoes/puma-future-rider-trainers/4.webp""]",9715091831404,https://cdn.dummyjson.com/public/qr-code.png,"[""6"", ""7"", ""8"", ""9"", ""10"", ""11""]",pair,M,Synthetic/Mesh,Athletic,Solid,Multi
91,Sports Sneakers Off White & Red,"The Sports Sneakers in Off White and Red combine style and functionality, making them a fashionable choice for sports enthusiasts. The red and off-white color combination adds a bold and energetic touch.",mens-shoes,119.99,4.97,4.77,17,"[""footwear"", ""athletic shoes""]",Off White,MEN-OFF-SPO-091,7,"{""width"": 14.37, ""height"": 23.44, ""depth"": 12.84}",1 week warranty,Ships in 3-5 business days,In Stock,30 days return policy,5,https://cdn.dummyjson.com/product-images/mens-shoes/sports-sneakers-off-white-&-red/thumbnail.webp,"[""https://cdn.dummyjson.com/product-images/mens-shoes/sports-sneakers-off-white-&-red/1.webp"", ""https://cdn.dummyjson.com/product-images/mens-shoes/sports-sneakers-off-white-&-red/2.webp"", ""https://cdn.dummyjson.com/product-images/mens-shoes/sports-sneakers-off-white-&-red/3.webp"", ""https://cdn.dummyjson.com/product-images/mens-shoes/sports-sneakers-off-white-&-red/4.webp""]",6740319943645,https://cdn.dummyjson.com/public/qr-code.png,"[""6"", ""7"", ""8"", ""9"", ""10"", ""11""]",pair,M,Synthetic/Mesh,Athletic,Solid,Off White/Red
92,Sports Sneakers Off White Red,"Another variant of the Sports Sneakers in Off White Red, featuring a unique design. These sneakers offer style and comfort for casual occasions.",mens-shoes,109.99,0.04,4.69,62,"[""footwear"", ""casual shoes""]",Off White,MEN-OFF-SPO-092,9,"{""width"": 21.43, ""height"": 9.86, ""depth"": 28.5}",3 months warranty,Ships overnight,In Stock,60 days return policy,3,https://cdn.dummyjson.com/product-images/mens-shoes/sports-sneakers-off-white-red/thumbnail.webp,"[""https://cdn.dummyjson.com/product-images/mens-shoes/sports-sneakers-off-white-red/1.webp"", ""https://cdn.dummyjson.com/product-images/mens-shoes/sports-sneakers-off-white-red/2.webp"", ""https://cdn.dummyjson.com/product-images/mens-shoes/sports-sneakers-off-white-red/3.webp"", ""https://cdn.dummyjson.com/product-images/mens-shoes/sports-sneakers-off-white-red/4.webp""]",0430266023617,https://cdn.dummyjson.com/public/qr-code.png,"[""6"", ""7"", ""8"", ""9"", ""10"", ""11""]",pair,M,Synthetic/Mesh,Athletic,Solid,Off White/Red
93,Brown Leather Belt Watch,"The Brown Leather Belt Watch is a stylish timepiece with a classic design. Featuring a genuine leather strap and a sleek dial, it adds a touch of sophistication to your look.",mens-watches,89.99,5.99,4.19,32,"[""watches"", ""leather watches""]",Fashion Timepieces,MEN-FAS-BRO-093,10,"{""width"": 16.65, ""height"": 6.15, ""depth"": 20.18}",1 year warranty,Ships in 1 month,In Stock,30 days return policy,7,https://cdn.dummyjson.com/product-images/mens-watches/brown-leather-belt-watch/thumbnail.webp,"[""https://cdn.dummyjson.com/product-images/mens-watches/brown-leather-belt-watch/1.webp"", ""https://cdn.dummyjson.com/product-images/mens-watches/brown-leather-belt-watch/2.webp"", ""https://cdn.dummyjson.com/product-images/mens-watches/brown-leather-belt-watch/3.webp""]",4027206714862,https://cdn.dummyjson.com/public/qr-code.png,"[""One Size""]",piece,M,Leather/Stainless Steel,Classic,Solid,Brown
94,Longines Master Collection,"The Longines Master Collection is an elegant and refined watch known for its precision and craftsmanship. With a timeless design, it's a symbol of luxury and sophistication.",mens-watches,1499.99,17.24,3.87,100,"[""watches"", ""luxury watches""]",Longines,MEN-LON-LON-094,4,"{""width"": 15.39, ""height"": 10.06, ""depth"": 20.32}",1 week warranty,Ships in 1-2 business days,In Stock,7 days return policy,1,https://cdn.dummyjson.com/product-images/mens-watches/longines-master-collection/thumbnail.webp,"[""https://cdn.dummyjson.com/product-images/mens-watches/longines-master-collection/1.webp"", ""https://cdn.dummyjson.com/product-images/mens-watches/longines-master-collection/2.webp"", ""https://cdn.dummyjson.com/product-images/mens-watches/longines-master-collection/3.webp""]",5984080925625,https://cdn.dummyjson.com/public/qr-code.png,"[""One Size""]",piece,M,Stainless Steel,Classic,Solid,Silver/Gold
95,Rolex Cellini Date Black Dial,"The Rolex Cellini Date with Black Dial is a classic and prestigious watch. With a black dial and date complication, it exudes sophistication and is a symbol of Rolex's heritage.",mens-watches,8999.99,8.88,4.97,40,"[""watches"", ""luxury watches""]",Rolex,MEN-ROL-ROL-095,2,"{""width"": 13.46, ""height"": 26.1, ""depth"": 17.9}",3 months warranty,Ships in 1 week,In Stock,90 days return policy,1,https://cdn.dummyjson.com/product-images/mens-watches/rolex-cellini-date-black-dial/thumbnail.webp,"[""https://cdn.dummyjson.com/product-images/mens-watches/rolex-cellini-date-black-dial/1.webp"", ""https://cdn.dummyjson.com/product-images/mens-watches/rolex-cellini-date-black-dial/2.webp"", ""https://cdn.dummyjson.com/product-images/mens-watches/rolex-cellini-date-black-dial/3.webp""]",9663455783895,https://cdn.dummyjson.com/public/qr-code.png,"[""One Size""]",piece,M,Stainless Steel,Luxury,Solid,Black
96,Rolex Cellini Moonphase,"The Rolex Cellini Moonphase is a masterpiece of horology, featuring a moon phase complication and exquisite design. It reflects Rolex's commitment to precision and elegance.",mens-watches,12999.99,17.52,2.58,36,"[""watches"", ""luxury watches""]",Rolex,MEN-ROL-ROL-096,2,"{""width"": 26.06, ""height"": 25.19, ""depth"": 13.17}",6 months warranty,Ships overnight,In Stock,7 days return policy,1,https://cdn.dummyjson.com/product-images/mens-watches/rolex-cellini-moonphase/thumbnail.webp,"[""https://cdn.dummyjson.com/product-images/mens-watches/rolex-cellini-moonphase/1.webp"", ""https://cdn.dummyjson.com/product-images/mens-watches/rolex-cellini-moonphase/2.webp"", ""https://cdn.dummyjson.com/product-images/mens-watches/rolex-cellini-moonphase/3.webp""]",1957304538726,https://cdn.dummyjson.com/public/qr-code.png,"[""One Size""]",piece,M,Stainless Steel,Luxury,Solid,Silver/Gold
97,Rolex Datejust,"The Rolex Datejust is an iconic and versatile timepiece with a date window. Known for its timeless design and reliability, it's a symbol of Rolex's watchmaking excellence.",mens-watches,10999.99,3.73,3.66,86,"[""watches"", ""luxury watches""]",Rolex,MEN-ROL-ROL-097,4,"{""width"": 23.11, ""height"": 19.97, ""depth"": 27.04}",2 year warranty,Ships in 1 month,In Stock,7 days return policy,1,https://cdn.dummyjson.com/product-images/mens-watches/rolex-datejust/thumbnail.webp,"[""https://cdn.dummyjson.com/product-images/mens-watches/rolex-datejust/1.webp"", ""https://cdn.dummyjson.com/product-images/mens-watches/rolex-datejust/2.webp"", ""https://cdn.dummyjson.com/product-images/mens-watches/rolex-datejust/3.webp""]",8893788734644,https://cdn.dummyjson.com/public/qr-code.png,"[""One Size""]",piece,M,Stainless Steel,Luxury,Solid,Silver/Gold
98,Rolex Submariner Watch,"The Rolex Submariner is a legendary dive watch with a rich history. Known for its durability and water resistance, it's a symbol of adventure and exploration.",mens-watches,13999.99,5.05,2.69,55,"[""watches"", ""luxury watches""]",Rolex,MEN-ROL-ROL-098,4,"{""width"": 17.69, ""height"": 12.48, ""depth"": 8.75}",5 year warranty,Ships in 1 month,In Stock,90 days return policy,1,https://cdn.dummyjson.com/product-images/mens-watches/rolex-submariner-watch/thumbnail.webp,"[""https://cdn.dummyjson.com/product-images/mens-watches/rolex-submariner-watch/1.webp"", ""https://cdn.dummyjson.com/product-images/mens-watches/rolex-submariner-watch/2.webp"", ""https://cdn.dummyjson.com/product-images/mens-watches/rolex-submariner-watch/3.webp""]",7133320173118,https://cdn.dummyjson.com/public/qr-code.png,"[""One Size""]",piece,M,Stainless Steel,Luxury,Solid,Silver/Gold
99,Amazon Echo Plus,The Amazon Echo Plus is a smart speaker with built-in Alexa voice control. It features premium sound quality and serves as a hub for controlling smart home devices.,mobile-accessories,99.99,12.07,4.99,61,"[""electronics"", ""smart speakers""]",Amazon,MOB-AMA-AMA-099,5,"{""width"": 12.68, ""height"": 15.24, ""depth"": 27.46}",6 months warranty,Ships in 1 week,In Stock,7 days return policy,9,https://cdn.dummyjson.com/product-images/mobile-accessories/amazon-echo-plus/thumbnail.webp,"[""https://cdn.dummyjson.com/product-images/mobile-accessories/amazon-echo-plus/1.webp"", ""https://cdn.dummyjson.com/product-images/mobile-accessories/amazon-echo-plus/2.webp""]",2256117192038,https://cdn.dummyjson.com/public/qr-code.png,"[""One Size""]",piece,U,Plastic/Electronic,Modern,Solid,Black/Grey
100,Apple Airpods,"The Apple Airpods offer a seamless wireless audio experience. With easy pairing, high-quality sound, and Siri integration, they are perfect for on-the-go listening.",mobile-accessories,129.99,15.54,4.15,67,"[""electronics"", ""wireless earphones""]",Apple,MOB-APP-APP-100,4,"{""width"": 25.79, ""height"": 18.38, ""depth"": 11.53}",3 year warranty,Ships in 3-5 business days,In Stock,No return policy,4,https://cdn.dummyjson.com/product-images/mobile-accessories/apple-airpods/thumbnail.webp,"[""https://cdn.dummyjson.com/product-images/mobile-accessories/apple-airpods/1.webp"", ""https://cdn.dummyjson.com/product-images/mobile-accessories/apple-airpods/2.webp"", ""https://cdn.dummyjson.com/product-images/mobile-accessories/apple-airpods/3.webp""]",1104115683955,https://cdn.dummyjson.com/public/qr-code.png,"[""One Size""]",piece,U,Plastic/Electronic,Modern,Solid,White
